name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityrs,militran,militwar,clerkj,clerkyrs,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrs1,privtyp2,privst2,privyrs2,schname1,schrank1,schyrs1,schname2,schrank2,schyrs2,schn,schcon,sttrist,sttriyrs,stapst,stapyrs,stsupst,stsupyrs,feddist,feddi,feddiyrs,fedca,fedcayrs,usasat,usasatyrs,usat,usatyrs,ussgoyrs,ussgyrs,usagoyrs,usagyrs,uscab,uscabyrs,ussec,ussecyrs,usage,usageyrs,usagh,usaghyrs,uspresyrs,ushr1,ushryrs1,ushr2,ushryrs2,ussn1,ussnyrs1,ussn2,ussnyrs2,conconv,concong,concongyrs,artcon,artconyrs,artconsp,citat,citatyrs,cdep,cdepyrs,cdis,cdisyrs,saag,saagyrs,stag,stagyrs,ltgov,ltgov1,ltgov2,gov,govyrs,stcab,stcabyrs,mayor,mayoryrs,stsenate,stsenyrs,sthouse,sthseyrs,ctycl,ctyclyrs,commsn,commsnyrs,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,congress,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"Clifford, Nathan",1857,1,0,1,65,1,3.1,35,888,08/18/1803,1803,242,29,999,29,2,1,0,14,4,0,0,"Simpson, Lydia","Clifford, Nathaniel",38,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Quincy, Josiah",29,1827,1,1,"Ayer, Hannah",1828,6,888,0,888,888,888,0,29,1827,888,888,888,888,1,19,7,3,19,8,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,2,23,1,888,0,888,0,888,0,0,19,4,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,19,4,888,888,888,888,0,888,0,888,0,888,0,19,4,888,0,888,0,12/09/1857,12/09/1857,888,888,888,3,19,888,888,888,888,888,888,888,888,888,888,8,54,19,1,888,"Curtis, Benjamin Robbins",15,1,-0.721000016,888,888,35,1,-0.342000008,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/06/1858,1,888,888,01/12/1858,2,26,23,1,888. NOMINATION NOT WITHDRAWN,01/21/1858,07/25/1881,77,3,777,"Gray, Horace",07/25/1881,148,19,77
"Black, Jeremiah S.",1861,1,0,0,66,1,5.07,888,888,01/10/1810,1810,328,38,328,38,1,5,1,4,23,0,0,"Sullivan, Mary","Black, Henry",15,5,3,888,888,888,888,888,888,888,888,888,888,888,888,"Forward, Chauncey",38,1830,1,1,"Forward, Mary",1836,5,888,0,888,888,888,0,38,1830,888,888,888,888,1,38,12,777,777,0,888,888,0,888,888,0,888,888,38,9,888,0,38,6,888,888,0,888,0,888,0,888,0,0,0,0,3,888,0,23,1,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,38,-832,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,02/05/1861,02/06/1861,888,888,888,888,888,888,888,888,888,888,888,888,888,888,8,1,51,38,1,888,"Daniel, Peter Vivian",15,1,-0.721000016,888,888,36,6,-0.264499992,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,02/21/1861,4,25,26,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,08/19/1883,331,38,73
"Swayne, Noah Haynes",1862,1,0,1,67,1,7.05,36,888,12/07/1804,1804,390,46,390,46,2,3,0,12,4,0,0,"Smith, Rebecca","Swayne, Joshua",13,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Brooks, Francis",46,1823,2,1,"Wager, Sarah Ann",1832,5,888,0,888,888,888,0,46,1823,888,888,888,888,1,35,14,3,35,8,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,11,11,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,35,3,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,35,0,310,0,888,0,01/21/1862,01/22/1862,888,888,888,3,35,888,888,888,888,888,888,888,888,888,888,21,57,35,6,1,"McLean, John",16,6,0.430999994,888,888,37,6,-0.068999998,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/24/1862,1,888,888,01/24/1862,2,38,1,1,888. NOMINATION NOT WITHDRAWN,01/27/1862,01/24/1881,76,2,777,"Matthews, Stanley",06/08/1884,282,32,79
"Miller, Samuel Freeman",1862,1,0,1,68,1,5.08,37,888,04/05/1816,1816,127,17,123,17,1,2,0,14,13,0,0,"Freeman, Patsy","Miller, Frederick",38,888,888,99,2,1838,1,888,888,888,888,888,888,888,888,Self taught,17,1847,777,2,"Reeves, Elizabeth Winter",1857,5,888,0,888,888,888,0,17,1847,888,888,888,888,3,17,3,3,15,8,888,888,0,888,888,0,888,888,17,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,07/16/1862,07/16/1862,888,888,888,3,15,888,888,888,888,888,888,888,888,888,888,15,46,15,6,7,"Daniel, Peter Vivian",16,6,0.430999994,888,888,37,6,-0.068999998,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,07/16/1862,1,666,666,1,888. NOMINATION NOT WITHDRAWN,07/21/1862,10/13/1890,74,3,777,"Brown, Henry Billings",10/13/1890,55,51,74
"Davis, David",1862,1,1,888,69,1,9.08,38,888,03/09/1815,1815,163,20,163,20,2,3,0,10,10,0,0,"Mercer, Ann","Davis, David",26,888,888,58,2,1832,1,888,888,888,888,117,1,1835,1,"Bishop, Henry W.",21,1834,1,2,"Burr, Adeline",1883,2,888,0,888,888,888,0,13,1835,888,888,888,888,1,13,1,1,13,12,888,888,0,888,888,0,888,888,13,14,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,13,2,888,0,10,0,10/17/1862,RECESS APPT,8,888,13,888,888,888,888,888,888,888,888,888,888,888,888,14,47,13,6,7,"Campbell, John Archibald",16,6,0.430999994,888,888,37,6,-0.068999998,888,888,888,888,888,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,999. UNCLEAR,12/10/1862,47,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,06/26/1886,81,13,71
"Davis, David",1862,1,0,1,70,2,9.09,38,888,03/09/1815,1815,163,20,163,20,2,3,0,10,10,0,0,"Mercer, Ann","Davis, David",26,888,888,58,2,1832,1,888,888,888,888,117,1,1835,1,"Bishop, Henry W.",21,1834,1,2,"Burr, Adeline",1883,2,888,0,888,888,888,0,13,1835,888,888,888,888,1,13,1,1,13,12,888,888,0,888,888,0,888,888,13,14,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,13,2,888,0,10,0,12/01/1862,12/03/1862,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,47,13,6,7,"Campbell, John Archibald",16,6,0.430999994,888,888,37,6,-0.068999998,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/05/1862,1,888,888,12/08/1862,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/10/1862,03/04/1877,61,10,7,"Harlan, John Marshall (I)",06/26/1886,81,13,71
"Field, Stephen Johnson",1863,1,0,1,71,1,10.01,39,888,11/04/1816,1816,40,7,192,21,3,4,0,6,4,0,0,"Dickinson, Submit","Field, David Dudley",10,888,888,115,2,1837,1,888,888,888,888,888,888,888,888,"Van Buren, John",32,1840,2,1,"Swearingen, Virginia",1859,0,888,0,888,888,888,0,32,1841,888,888,888,888,3,32,7,1,5,7,888,888,0,888,888,0,888,888,888,0,888,0,5,6,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,14,0,888,0,5,1,888,0,888,0,03/06/1863,03/07/1863,6,888,5,888,888,888,888,888,888,888,888,888,888,888,888,6,46,5,1,888,NEWLY CREATED SEAT,16,6,0.430999994,888,888,38,6,0.124499999,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,03/09/1863,1,888,888,03/10/1863,1,666,666,1,888. NOMINATION NOT WITHDRAWN,05/20/1863,12/01/1897,81,2,777,"McKenna, Joseph",04/09/1899,55,51,82
"Chase, Salmon Portland",1864,0,0,1,72,1,1.09,40,888,01/13/1808,1808,237,29,240,29,3,3,0,6,8,0,0,"Ralston, Janette","Chase, Ithamar",40,12,1,31,2,1826,1,888,888,888,888,888,888,888,888,"Wirt, William",51,1830,1,3,"Ludlow, Sarah Belle Dunlop",1846,6,888,0,888,888,888,0,35,1830,888,888,888,888,1,35,5,3,35,14,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,24,3,888,0,888,0,0,888,0,888,0,35,6,35,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,35,4,888,0,888,0,888,0,888,0,888,0,888,0,12/06/1864,12/06/1864,888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,3,56,35,6,7,"Taney, Roger Brooke",16,6,0.430999994,888,888,38,6,0.124499999,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,12/06/1864,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/15/1864,05/07/1873,65,3,777,"Waite, Morrison Remick",05/07/1873,282,32,65
"Stanbery, Henry",1866,1,0,0,73,1,8.02,888,888,02/20/1803,1803,282,32,282,32,5,4,0,10,999,0,0,"Seaman, Ann Lucy","Stanbery, Jonas",26,888,888,109,2,1819,1,888,888,888,888,888,888,888,888,"Granger, Ebenzer",35,1824,2,2,"Bond, Cecilia",999,5,888,0,888,888,888,0,35,1824,888,888,888,888,3,35,22,3,35,15,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,35,5,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,5,0,04/16/1866,04/16/1866,888,888,888,1,35,888,888,888,888,888,888,888,888,888,888,14,63,35,6,888,"Catron, John",17,1,888,888,888,39,6,0.231000006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,666. NO RECORD OF VOTE/ACT,666,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,06/26/1881,282,32,78
"Hoar, Ebenezer R.",1869,1,0,0,74,1,6.06,888,888,02/21/1816,1816,179,21,179,21,3,5,0,14,4,0,0,"Sherman, Sara","Hoar, Samuel",20,5,2,47,2,1835,1,888,888,888,888,47,2,1839,1,"Hoar, Samuel",21,1837,1,1,"Brooks, Caroline Downes",1840,7,888,0,888,888,888,0,21,1839,888,888,888,888,1,21,10,777,777,0,888,888,0,888,888,0,888,888,21,6,888,0,21,10,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,21,3,888,0,888,0,888,0,12/14/1869,12/15/1869,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,53,21,6,7,"Wayne, James Moore",18,6,0.180000007,888,888,41,6,0.259000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/22/1869,3,888,888,02/03/1870,4,24,33,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,01/31/1895,179,21,79
"Stanton, Edwin M.",1869,1,0,0,75,1,4.1,888,888,12/19/1814,1814,314,35,314,35,3,4,0,999,4,0,0,"Norman, Lucy","Stanton, David",26,888,888,58,1,1834,1,888,888,888,888,888,888,888,888,"Collier, David L.",35,1836,1,2,"Hutchison, Ellen M.",1856,6,888,0,888,888,888,0,35,1836,888,888,888,888,1,35,3,1,51,1,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,1,888,0,29,6,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,35,2,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/20/1869,12/20/1869,888,888,888,1,51,888,888,888,888,888,888,888,888,888,888,2,54,38,6,888,"Grier, Robert Cooper",18,6,0.180000007,888,888,41,6,0.259000003,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,12/20/1869,2,46,11,2,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,12/24/1869,55,51,55
"Strong, William",1870,1,0,1,76,1,4.11,41,888,05/06/1808,1808,45,7,45,7,3,4,0,10,4,0,0,"Deming, Harriet","Strong, William L.",29,888,888,117,2,1828,1,117,2,1831,1,117,1,1832,1,Unspecified local attorneys,30,1832,2,2,"Bull, Rachel Davies",1849,7,888,0,888,888,888,0,38,1832,888,888,888,888,1,38,14,1,38,2,888,888,0,888,888,0,888,888,888,0,888,0,38,11,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,38,4,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,02/07/1870,02/08/1870,888,888,888,1,38,888,888,888,888,888,888,888,888,888,888,2,61,38,6,1,"Grier, Robert Cooper",18,6,0.180000007,888,888,41,6,0.259000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/14/1870,2,888,888,02/18/1870,1,666,666,1,888. NOMINATION NOT WITHDRAWN,03/14/1870,12/14/1880,72,6,777,"Woods, William Burnham",08/19/1895,281,32,87
"Bradley, Joseph P.",1870,1,0,1,77,1,6.07,42,888,03/14/1813,1813,294,32,294,32,1,2,0,5,4,0,0,"Gardiner, Mercy","Bradley, Philo",38,888,888,86,2,1836,1,888,888,888,888,888,888,888,888,"Gifford, Archer",30,1839,1,1,"Hornblower, Mary",1844,7,888,0,888,888,888,0,30,1839,888,888,888,888,3,30,31,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,02/07/1870,02/08/1870,888,888,888,3,30,888,888,888,888,888,888,888,888,888,888,31,57,30,6,7,"Wayne, James Moore",18,6,0.180000007,888,888,41,6,0.259000003,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/14/1870,2,888,888,03/21/1870,2,46,9,1,888. NOMINATION NOT WITHDRAWN,03/23/1870,01/22/1892,78,3,777,"Shiras, George, Jr.",01/22/1892,55,51,78
"Hunt, Ward",1872,1,0,1,78,1,2.16,43,888,06/14/1810,1810,289,32,289,32,4,4,0,6,4,0,0,"Stringham, Elizabeth","Hunt, Montgomery",2,888,888,101,2,1828,1,888,888,888,888,59,1,1831,1,"Denio, Hiram",32,1831,1,2,"Taylor, Marie",1853,3,888,0,888,888,888,0,32,1831,888,888,888,888,3,32,35,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,32,6,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,289,0,888,0,32,0,888,0,888,0,12/03/1872,12/06/1872,6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,7,62,32,6,1,"Nelson, Samuel",18,6,0.180000007,888,888,42,6,0.245000005,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/11/1872,2,888,888,12/11/1872,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/09/1873,01/27/1882,71,2,777,"Blatchford, Samuel",03/24/1886,55,51,75
"Williams, George H.",1873,0,0,0,79,1,1.1,888,888,03/26/1823,1823,291,32,283,32,2,2,0,6,10,0,0,"Goodrich, Lydia","Williams, Tabor",37,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Gott, Daniel",32,1844,1,2,"George, Kate Hughes",1867,3,888,0,888,888,888,0,32,1844,15,1844,37,999,3,15,3,3,37,8,888,888,0,888,888,0,888,888,15,5,888,0,37,4,888,888,0,888,0,888,0,888,0,0,0,0,1,888,0,888,0,26,0,888,0,0,888,0,888,0,37,6,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,6,0,12/01/1873,12/02/1873,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,50,37,6,1,"Chase, Salmon Portland",18,6,0.180000007,888,888,43,6,0.224000007,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/11/1873,2,888,888,12/15/1873,6,666,666,4,01/08/1874,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,4/4/10,315,37,87
"Cushing, Caleb",1874,0,0,0,80,1,1.11,888,888,01/17/1800,1800,189,21,187,21,3,5,1,11,4,0,0,"Dow, Lydia","Cushing, John Newmarch",24,888,888,47,2,1817,1,888,888,888,888,47,1,1818,1,"Moseley, Ebenezer",21,1821,1,1,"Wilde, Caroline",1824,0,10,1,1,4,888,0,21,1822,888,888,888,888,1,21,7,1,51,5,888,888,0,888,888,0,888,888,888,0,888,0,21,1,888,888,0,888,0,888,0,888,0,0,0,0,4,23,0,888,0,21,4,888,0,0,21,8,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,187,1,21,0,21,0,888,0,888,0,01/09/1874,01/09/1874,888,888,888,888,888,888,888,888,888,888,888,888,888,888,3,1,73,21,6,7,"Chase, Salmon Portland",18,6,0.180000007,888,888,43,6,0.224000007,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/09/1874,2,888,888,888. NO RECORD OF ACTION,888,888,888,4,01/14/1874,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,01/02/1879,187,21,78
"Waite, Morrison Remick",1874,0,0,1,81,1,1.12,44,888,11/29/1816,1816,42,7,42,7,3,5,1,6,4,0,0,"Selden, Maria","Waite, Henry Matson",20,8,1,117,2,1837,1,888,888,888,888,888,888,888,888,"Young, Samuel",35,1839,1,1,"Warner, Amelia C.",1840,5,888,0,888,888,888,0,35,1839,888,888,888,888,3,35,11,3,35,24,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,35,2,888,0,5,1,01/19/1874,01/19/1874,888,888,888,3,35,888,888,888,888,888,888,888,888,888,888,35,57,35,6,7,"Chase, Salmon Portland",18,6,0.180000007,888,888,43,6,0.224000007,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/20/1874,2,888,888,01/21/1874,2,63,0,1,888. NOMINATION NOT WITHDRAWN,03/04/1874,03/23/1888,71,3,777,"Fuller, Melville Weston",03/23/1888,55,51,71
"Harlan, John Marshall (I)",1877,1,0,1,82,1,9.1,45,888,06/01/1833,1833,115,17,115,17,2,5,0,10,4,0,0,"Davenport, Eliza S.","Harlan, James",20,7,3,19,2,1850,1,888,888,888,888,99,1,1853,1,"Robertson, George",17,1853,2,1,"Shanklin, Malvina F.",1856,6,16,2,3,3,888,0,17,1853,888,888,888,888,3,17,8,3,17,7,888,888,0,888,888,0,888,888,17,1,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,13,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,118,4,888,0,888,0,888,0,17,4,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,10/17/1877,10/17/1877,888,888,888,3,17,888,888,888,888,888,888,888,888,888,888,9,44,17,6,7,"Davis, David",19,6,888,888,888,45,6,0.118500002,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,11/26/1877,2,888,888,11/29/1877,1,666,666,1,888. NOMINATION NOT WITHDRAWN,12/10/1877,10/14/11,78,3,777,"Pitney, Mahlon",10/14/11,55,51,78
"Woods, William Burnham",1880,1,0,1,83,1,4.12,46,05.01.01,08/03/1824,1824,312,35,312,35,3,4,0,11,8,0,0,"Burnham, Sarah J.","Woods, Ezekiel",13,888,888,117,2,1845,2,888,888,888,888,888,888,888,888,"King, S.D.",35,1847,1,1,"Warner, Anne E.",1855,2,16,4,1,3,888,0,35,1847,888,888,888,888,3,35,15,1,1,2,888,888,0,888,888,0,888,888,1,1,888,0,888,0,888,888,0,15,11,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,312,0,888,0,35,4,888,0,888,0,12/15/1880,12/15/1880,4,20,888,888,888,888,888,888,888,888,888,888,888,888,888,11,56,10,6,1,"Strong, William",19,6,888,888,888,46,1,-0.352999985,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/20/1880,2,888,888,12/21/1880,2,39,8,1,888. NOMINATION NOT WITHDRAWN,01/05/1881,05/14/1887,62,3,777,"Lamar, Lucius Quintus Cincinnatus",05/14/1887,55,51,62
"Matthews, Stanley",1881,1,0,0,84,1,7.06,47,888,07/21/1824,1824,308,35,308,35,5,3,0,10,4,0,0,"Brown, Isabella","Matthews, Thomas J.",30,888,888,58,2,1840,1,888,888,888,888,888,888,888,888,Self taught,35,1842,777,2,"Theaker, Mary",1887,8,16,2,3,3,888,0,42,1842,35,1844,888,888,1,42,2,1,35,2,888,888,0,888,888,0,888,888,35,2,888,0,888,0,888,888,0,888,0,888,0,6,3,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,35,2,777,0,0,888,0,888,0,888,888,0,35,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,35,3,888,0,888,0,888,0,01/26/1881,01/26/1881,888,888,888,1,35,888,888,888,888,888,888,888,888,888,888,2,56,35,6,1,"Swayne, Noah Haynes",19,6,888,888,888,46,1,-0.352999985,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/14/1881,666,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,03/22/1889,55,51,64
"Matthews, Stanley",1881,1,0,1,85,2,7.07,47,888,07/21/1824,1824,308,35,308,35,5,3,0,10,4,0,0,"Brown, Isabella","Matthews, Thomas J.",30,888,888,58,2,1840,1,888,888,888,888,888,888,888,888,Self taught,35,1842,777,2,"Theaker, Mary",1887,8,16,2,3,3,888,0,42,1842,35,1844,888,888,1,42,2,1,35,2,888,888,0,888,888,0,888,888,35,2,888,0,888,0,888,888,0,888,0,888,0,6,3,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,35,2,777,0,0,888,0,888,0,888,888,0,35,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,35,3,888,0,888,0,888,0,03/14/1881,03/18/1881,888,888,888,1,35,888,888,888,888,888,888,888,888,888,888,2,56,35,6,1,"Swayne, Noah Haynes",20,6,888,888,888,47,1,0.195999995,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,05/09/1881,3,888,888,05/12/1881,2,24,23,1,888. NOMINATION NOT WITHDRAWN,05/17/1881,03/22/1889,64,3,777,"Brewer, David Josiah",03/22/1889,55,51,64
"Gray, Horace",1881,1,0,1,86,1,3.11,48,888,03/24/1828,1828,176,21,176,21,5,5,1,14,4,0,0,"Upham, Harriet","Gray, Horace",6,888,888,47,2,1845,1,888,888,888,888,47,2,1849,1,"Lowell, John",21,1851,1,1,"Matthews, Jane",1889,0,888,0,888,888,888,0,21,1851,888,888,888,888,1,21,13,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,21,17,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/19/1881,12/19/1881,6,888,21,888,888,888,888,888,888,888,888,888,888,888,888,17,53,21,6,4,"Clifford, Nathan",21,6,0.094999999,888,888,47,8,0.195999995,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/20/1881,2,888,888,12/20/1881,2,51,5,1,888. NOMINATION NOT WITHDRAWN,01/09/1882,9/15/02,74,3,777,"Holmes, Oliver Wendall, Jr",9/15/02,185,21,74
